GeneA GeneB
147912 26123
1907 79613
285636 55337
4045 51338
2189 10858
353140 914
128637 338761
27344 4685
26262 127396
40 121340
27344 5569
116092 23154
11188 399473
341152 7355
8372 3227
6906 30851
9765 283461
7109 9651
389432 7126
402415 10076
221336 1154
9684 54850
23373 631
93343 51131
125931 582
58157 81282
57050 140838
57727 10985
8425 23140
126129 7569
8471 55696
399687 162515
9852 7556
10251 9049
348262 7545
9755 54541
53336 114826
9542 128869
387763 286046
23120 55765
166815 8898
7855 26231
53917 448834
94026 8332
200958 51335
284252 5927
1041 79777
11152 1960
84446 116535
64090 23154
63946 7203
284382 1236
1649 84687
23014 55128
369 80108
9452 4185
55011 7574
341152 388419
2121 55196
5314 54798
26127 6809
25798 8445
7224 79677
158135 23361
342372 83886
26267 8339
6615 2872
399473 63982
1877 84445
7425 200312
920 55080
390059 80270
79027 6695
54809 25953
117608 23646
5569 27067
118429 22985
9817 160760
92181 283871
285659 10726
121340 23208
55777 8648
84433 57140
170825 79072
27258 10123
85438 54933
54876 133
100507050 58473
26476 1370
57216 51027
29801 125988
138802 114799
57477 10168
7737 65078
132160 8693
65062 79923
11023 136853
55421 4902
100170841 643226
10142 400950
10949 6801
8242 11041
390067 92558
56897 399474
26281 64499
646658 576
84302 7574
91300 2048
53822 79009
284058 10418
345462 196951
147040 220382
7372 645369
340543 6605
51588 10019
126375 114876
79071 6144
285349 84445
2893 79751
7574 10089
7006 342132
84464 9894
401145 10272
7477 10236
53336 118788
3228 93436
23357 121355
256933 123720
3337 80019
554235 162979
285676 23413
3788 5598
23647 9143
348262 57688
50617 165631
57677 10015
28952 10084
6878 121340
8470 165140
128853 23475
155061 8913
26245 151556
29780 9028
7016 4692
60436 57688
219965 245973
79939 4650
50861 9352
341799 26005
80218 55611
3897 338442
7569 8927
84513 400591
730130 57057
199786 25929
26470 91392
3358 57156
117608 90701
57688 9028
57574 84264
389840 25782
55593 10890
51232 770
2157 139716
203062 3700
26267 2815
10212 29035
25829 144233
80731 284058
79885 10432
340980 64223
5010 9817
1756 126006
692312 57096
22983 3801
55282 9351
8833 10123
1339 58158
7791 28970
11282 57216
91319 122664
1649 64218
84226 162461
23314 79096
2865 5010
23401 25973
1742 9143
168400 3973
57799 1380
5428 64782
5871 4192
84250 54465
1551 144110
8346 83463
83657 26585
8708 5792
64864 91369
6901 80110
646625 6493
57688 284071
23759 5140
134187 386684
10443 2804
6872 6861
28996 9028
7574 387755
4889 80764
4779 23131
10251 51160
55845 5636
1041 4340
3055 118460
678 10163
389432 4637
221424 84317
84924 26273
7589 1409
28952 11040
55823 10251
6137 445372
2719 26233
57180 9619
55343 390168
252969 220382
84033 51412
81872 55856
50717 84687
3912 91151
3235 80256
51209 25789
8484 121340
146547 3226
125 3557
23359 115330
165140 114971
9581 54961
112703 7299
27230 5435
646658 7080
390648 810
11152 64601
25851 80028
2738 8815
205327 387700
1609 146183
79755 50614
5780 387837
8383 286053
5569 79665
130075 1729
283159 10588
64422 283948
8242 79665
23759 147807
7975 10296
8908 24148
8705 9878
79589 29801
5050 7545
85417 7571
2941 4654
116092 1339
1292 2703
375704 5662
5814 103910
26496 5569
55958 30827
254065 7538
8776 400916
64283 151473
643338 83657
57187 285349
11034 2965
6142 53981
5189 56126
1339 84078
9684 9372
381 3229
285550 7468
8339 7126
7007 8341
9589 59286
598 11338
390748 90381
9604 164832
401399 63946
57649 83638
9258 7538
64601 122742
126299 7574
8341 79677
128853 7266
91151 55031
57644 9672
10154 66005
8621 29801
401565 84557
7589 163175
4000 27173
7596 55180
5292 4692
1022 9114
84985 910
7552 11170
92002 58473
1756 492311
387763 55282
85379 7570
55286 9447
10424 54551
40 64856
23439 53822
92140 3226
1968 112574
1287 122742
1960 4692
57495 64848
43 222950
4430 116535
9820 24149
55355 57710
7712 4733
283948 149371
90826 84874
8242 8541
30846 9343
60436 9755
170850 5662
57639 128209
375612 3198
29114 121340
254050 4668
27124 9170
1462 57570
65997 165140
22927 6528
1582 6854
79192 339366
81567 29850
1238 126133
186 79109
402665 8913
57526 128434
389084 6927
23122 7574
115330 146691
81628 1033
197335 58986
23125 2735
57677 54788
11180 80021
2334 9668
8339 128272
57106 8913
7760 22950
10432 126695
55922 8339
5569 5818
84687 4297
1774 381
6949 286204
10075 64375
152007 7574
390429 9457
7732 9762
5089 11017
26053 147040
51230 8575
388552 9333
4957 9092
55964 808
23586 23336
54084 150094
23415 80119
63892 23401
2978 115811
285668 22915
51780 121274
79415 64118
51523 7545
7552 10505
22996 27344
399473 726
3093 1944
345462 353238
11338 147807
56474 5435
1027 9746
4543 579
55607 2306
90060 5292
80216 5999
54328 57863
143879 116535
2670 10089
4921 22926
9425 57047
3064 642968
4795 8045
8089 81876
116535 84808
6573 25799
8357 1510
25894 166815
63035 9618
126375 4170
10169 8913
126129 9666
55777 4692
55248 94160
91300 58512
10736 10189
57526 4692
284071 1396
100170841 10163
55279 2063
27113 8153
196410 84826
254048 64110
388564 3337
677 340980
59343 80184
115426 8341
29090 79072
1742 5435
11188 91300
54855 375790
22839 7552
117608 7572
147912 9721
84814 321
7030 79009
6502 9668
64218 7349
79027 5738
10495 25953
7756 429
285659 4795
579 4209
55888 23507
121274 399888
4771 23401
79654 117608
29945 7574
57497 7545
1260 5957
154790 165904
80820 5097
63932 125950
3788 579
7376 84948
439 84945
11258 399473
219438 5777
58476 9955
554235 27302
5210 7024
57106 10401
79722 7733
9130 9063
341799 54961
154790 338761
375791 80173
80764 57410
28954 10432
134548 10163
2444 645369
3232 84078
7791 287015
400720 51673
65250 3566
9700 91056
8386 5326
5476 10076
5534 57030
79872 5563
121340 84287
9049 7483
3162 51298
79693 9672
6098 81545
4637 7423
79177 146802
4692 5612
340529 27012
5716 54875
129852 11319
100287932 124540
6906 808
10212 9924
388228 51154
113115 54625
147040 283948
84033 3912
84667 576
146330 84687
254065 7569
90993 23139
164633 342132
285315 79142
9684 84926
57106 374768
7586 7175
8708 399473
2824 403313
55337 89792
5414 8045
390980 9673
6640 8651
2865 7007
83463 30846
5956 115795
203522 55337
133418 388698
389827 8462
100329135 84792
57798 50810
55422 128272
84725 91392
58484 2841
79027 54897
57536 144132
81628 124857
26517 160760
23140 23334
4846 23401
81628 23020
55247 13
645121 4883
29945 64375
60436 3899
83642 8590
440574 5420
1236 146853
23424 128637
338442 2026
115207 23090
57677 55650
2556 26232
388849 57862
7699 149371
51008 57677
9684 91544
7978 27302
6861 56953
84557 54361
23022 166
9994 5926
401399 84254
55422 1756
81873 5094
220074 5140
64599 100526842
66035 7349
6906 90701
26145 9887
84687 85406
339665 30827
8330 160
114818 3276
26696 732
1789 256435
155061 1856
283807 2254
10857 9049
387763 122060
150468 147841
10474 4798
100170841 5870
284069 92591
10474 56160
79012 80818
56121 79165
55422 84187
8425 26273
57106 10175
375791 5097
28990 90874
10212 23201
5438 2101
25789 93343
388115 9700
521 166012
8463 400569
349136 23066
22907 9028
7732 23264
115098 27258
57495 8648
6745 399473
2524 55356
203522 23334
10124 220988
286046 7348
10926 80122
50801 219749
56654 8572
165140 1380
7732 3090
256933 5957
284058 91748
26160 201299
57724 201299
5727 283948
1954 11313
23137 7538
7547 408187
4956 1396
54492 377
157869 122060
8456 81629
286053 246329
8471 7552
9457 7574
158248 121006
5562 53981
23401 84808
27344 9812
145173 128646
1735 85025
23240 117248
25842 1152
56269 2026
22882 9755
138803 3055
158763 3627
10168 64375
403282 8850
55679 91039
115795 84687
5956 11176
84629 93661
339122 154790
6217 6169
5068 79856
23439 58473
5335 4692
441669 115509
29942 166815
199704 127845
203245 81875
57684 1788
26150 28513
246329 10076
57677 79190
2068 84687
79633 57216
115207 5727
9530 1723
1938 58
23242 23275
1749 55502
55611 29101
80320 23241
9351 55323
3015 22916
25800 4799
22976 285888
138311 57455
153770 56126
9040 6884
7984 389257
341152 128637
9170 219738
26233 7425
3358 492311
125931 149041
3228 23066
55689 10715
23644 51127
55863 7423
27242 50835
79027 79677
285966 2070
51523 200312
730130 55203
117289 9150
54165 11015
5970 23400
60436 84557
8339 134266
2794 6668
10124 55337
25953 53822
57799 3918
1238 1911
4771 9351
2846 84991
9762 161497
377677 27319
65989 284297
375791 50813
25800 54809
389118 54850
79027 79768
28952 345462
79782 120071
7733 9635
6207 55223
7733 25789
149297 6861
154807 340990
392307 122945
10246 9542
8460 147381
222183 2885
136647 81890
9020 22984
115207 157869
128434 340990
27344 9852
10009 340529
7552 399473
56987 399697
94107 2079
581 7471
5864 80153
26259 8995
55422 56261
2738 6477
390059 377
4943 9668
24149 701
6383 343413
9351 84312
200958 9640
165530 5883
1565 8456
8332 79640
57567 7080
129303 8726
80817 79707
885 100130519
64847 79009
126402 80004
55593 6474
200312 51602
64759 23504
166815 57863
91392 254359
9668 732
3015 83446
27037 390168
53917 145258
375791 6886
85236 284119
4858 9847
57216 22889
262 5436
10473 55749
388341 6439
9666 23507
139189 2189
7574 23507
9162 387597
27152 54876
430 10163
9935 7087
4951 80763
1106 54680
5956 2804
554235 1033
25953 5140
219958 5834
4478 51157
79027 122060
64102 53822
246329 23334
1907 389766
117608 197370
121275 79176
387763 27302
392390 1652
9827 27018
222183 56913
29988 7593
91304 23648
6198 55223
83895 833
2334 54954
57574 10236
8727 389114
375704 4868
6949 9867
401409 1528
4692 10163
8471 8708
57718 57216
55285 283849
25953 5871
6932 55888
285966 10296
2328 6698
26046 4692
7376 6628
827 4974
89766 387332
929 220382
79983 8290
2638 9684
2002 59353
81696 9762
85459 1062
3788 220382
55116 7089
4846 64856
56996 29802
25913 148268
84332 7579
389114 57758
145258 64856
4957 64847
84248 83638
30817 6768
135295 644
3198 10858
2641 57216
4486 5612
84167 9914
10424 284361
3236 22879
5193 55128
5600 3236
121006 59269
168975 5232
4889 2648
119692 122742
8216 1147
28316 65249
7411 57502
23137 117608
162387 53841
30846 84894
643414 126306
28996 3840
115330 79007
3360 11331
203228 10938
50487 25789
729967 147807
50861 6155
6169 50810
120787 10499
6861 283455
114991 1062
2972 55038
3226 51538
10139 55208
2872 5596
10458 219875
57447 8848
27290 254102
4005 54492
8242 148
84874 9900
27316 11180
51271 157378
20 1032
318 26245
1607 10168
11152 56944
100170841 25973
81793 59269
85409 7468
440044 25794
155061 222950
339665 64766
55508 4798
2719 3399
167681 7699
1062 151246
54716 10394
1415 55219
4430 83657
1964 117608
120787 56996
170685 3608
6853 65078
25798 11245
10116 8085
6508 81794
6098 162282
2121 1628
4956 219875
323 117159
3358 29950
58525 51298
375057 54891
389400 144124
10495 377007
3188 5818
53917 7349
60436 1756
4762 89792
11148 79853
55937 64090
119692 4889
146212 390072
4298 1819
152573 49860
9117 170850
30061 23620
164832 57705
56978 64900
2830 529
5424 10418
340596 375704
25975 3291
9753 9894
493856 283807
10212 159989
10168 197370
29085 9333
492311 22879
219875 9129
8266 84861
128218 79693
116442 8724
348262 81551
7010 65986
2249 10534
390259 51127
441669 4889
2824 8341
134492 7477
155185 22994
4692 23154
117608 55761
10178 11152
2768 79631
118460 79797
2865 80148
393 91582
5818 89792
7584 399473
6508 283212
402415 7574
83716 50514
25825 6403
389432 30850
1056 121504
3276 2286
8471 26267
124602 85291
57574 219333
80746 23026
1856 146212
50488 4016
80737 83982
1769 1539
4956 1339
199786 79616
285659 84530
84446 808
26140 283948
80256 54765
10735 79714
402415 7158
200879 28234
390038 6883
5450 64856
29967 2274
1856 80818
8463 7170
4134 58475
114787 345079
389058 3131
3490 50810
9228 80863
1129 7855
6310 344838
50836 23538
57526 9581
26137 23558
5734 3625
53917 55777
349136 8788
23363 6567
30009 84437
9520 23401
8621 430
100170841 27253
375791 246329
6835 23504
130940 400950
84179 63946
116092 7170
151649 113
84888 400757
9794 10858
390154 284217
8564 415
10736 26017
3759 2849
7978 26005
8242 30827
94107 6237
2000 7584
442361 57117
400120 8073
219482 81341
389432 741
3236 341799
26137 64090
55128 127294
8242 64375
25789 80021
29085 5557
84034 256764
8386 91544
8341 10411
6119 9672
2804 81629
5456 9028
23358 11151
55347 60437
113878 57106
57495 7545
203197 51127
85453 60509
116092 8648
200312 9682
55216 2249
134957 84890
9844 10220
7030 7079
4301 7410
8216 128853
285671 55282
25884 9635
8242 28952
441911 85409
59353 10633
8706 1796
25975 23225
340527 85438
2692 341799
26339 5268
164633 11151
57526 26005
8645 1453
27112 285349
84687 81559
8471 10633
23111 7574
7168 389941
27161 51428
55214 390429
221527 79699
128178 128338
26585 219875
56929 84894
6098 80237
11282 10212
23230 84250
6949 254359
89801 6491
83590 5097
441150 146802
60673 10633
284904 54866
79324 6092
375704 8341
9849 127396
149297 10385
7543 148423
1271 26051
64943 4809
389856 9966
529 10123
10168 57593
3198 51617
55252 9310
25817 164633
644943 162979
5956 2956
3737 127933
8386 3615
5064 2118
56666 85406
8189 7556
51477 284273
9672 64793
27112 10634
57406 7106
5744 6585
1487 6449
26267 80021
352909 84952
348793 83983
79581 9049
2909 10212
5476 122060
10607 4352
63932 7423
127385 9844
140886 55337
79865 79603
83716 27106
342865 56997
7007 51127
1565 22899
27145 144124
22924 23769
10097 439
7693 80351
83657 64856
80863 491
51755 51157
28978 23067
134111 5062
9076 10201
347148 64094
116092 83983
9684 25980
51340 51659
2619 5792
84079 729533
6231 6883
7066 6615
84134 6886
10861 8792
23269 121274
7556 118490
221613 9337
81033 5015
340990 7483
81559 64856
388566 63967
23078 401992
64324 401145
286046 5335
10376 57111
26548 54954
51399 10285
729665 256957
2101 128272
79190 10489
57526 9668
128853 28511
7791 84944
2354 84839
54876 2963
715 339779
6954 256933
5015 23401
166815 79004
115426 10168
401665 145482
160 116729
120775 57633
93233 161502
22827 8874
170685 11014
23358 81628
8339 23531
55082 254122
23358 1396
7572 219738
55665 23054
63940 8669
392390 79842
116372 151516
221416 9117
220382 23648
375791 79768
7993 1063
119772 85477
3293 56246
153241 115196
84678 55929
84445 10489
81628 8347
55876 8906
344752 79078
10499 147040
5314 253935
7477 23034
6878 55777
23403 7572
22996 8445
30011 54345
389827 83752
5727 57216
81488 5818
7732 114794
26245 881
128434 5598
1856 6699
80108 51617
9935 3705
2902 1000
6286 5934
9978 388564
3172 79414
55323 54682
23517 7089
29930 6276
7030 196403
5452 10189
284001 219287
7791 79012
116179 387755
220988 8428
51176 26682
26137 121340
29942 56996
79924 5557
22808 126308
11282 116729
4482 2290
1175 115992
286046 79012
114787 51172
11047 122953
57677 1263
23598 11338
7733 5926
55785 7761
65249 10083
51160 121340
284680 8863
10881 1339
202052 30846
259173 9117
8819 9040
63974 388419
28996 283948
26608 93081
6748 285659
390259 26585
7025 9349
375757 51733
23424 54780
83877 25798
7434 287
57001 414301
7373 55175
5522 57502
150082 51083
22827 28232
129881 7423
22907 65249
54468 7483
23105 54345
51412 11282
57705 143162
27067 4692
57495 8463
144233 322
27332 55128
100170841 56944
100316904 2491
375791 165215
10683 10637
91975 10605
79979 10218
139231 9824
1735 23132
1856 57216
7461 55521
1785 71
25980 6614
8629 54915
26735 9744
6872 26137
23397 3263
254065 57148
29801 5662
10858 4352
10607 23334
55116 166815
9684 8320
80108 64225
23588 353133
6522 1659
166012 3838
90121 56949
5956 54961
10897 148304
8218 55860
340359 9915
28231 124565
84310 29886
54809 9457
375791 9755
92 84687
1339 55323
8386 8975
529 64748
2274 79158
9028 22997
23384 64375
402415 51299
1238 7570
283948 26035
23601 7455
6191 25953
1968 26511
64601 8913
79027 127428
8708 2735
27067 64943
22954 1954
286499 9555
63035 23318
2619 8708
283489 147011
57495 146212
79442 91461
2178 23401
6853 51299
400935 1131
148266 255394
8463 64856
222183 23014
26585 338761
26128 51127
8925 5781
284759 57716
8330 57613
80108 285636
50801 732
79990 29767
126129 91392
29930 910
1487 5901
123745 53336
27012 4692
56121 93081
387763 9755
389072 430
91392 1876
6874 5792
8242 25980
55778 83744
30009 23648
84445 128272
200312 9670
26005 340990
4951 3659
57799 54961
89801 7425
84924 22844
554235 51361
119692 81606
112611 64782
3096 253143
10943 23326
153364 2662
56269 64856
7803 10517
54442 28956
54468 57216
119772 10643
5050 25798
8621 30009
23424 81628
23363 1437
139221 493861
80071 388730
55374 124975
134265 23467
7738 56986
53353 221074
390429 2026
79324 131377
84283 55924
9684 11096
343637 9351
50717 430
7324 2521
125704 2175
25896 255928
84467 57724
164633 84687
2354 121006
6794 54531
4188 9221
55515 84790
2619 9114
116442 4909
119772 91683
9684 10992
3236 115196
81491 11337
1649 51477
64282 92283
5898 551
117154 112869
729665 339829
554235 3788
203522 10075
2623 56261
55285 51230
87 8073
7730 10147
79710 83657
9820 23334
5609 56949
112939 9914
149420 8636
129446 57096
57495 80194
7148 5795
7134 2781
55422 9789
117608 492311
6886 3956
131408 4035
9852 79665
91304 5557
6632 147040
5435 90874
119772 25953
90187 338442
5956 1856
348262 11282
390154 2694
57216 10163
10443 55689
402682 8425
4609 90249
54329 57216
388552 430
5956 11180
79958 1203
79979 81034
8386 10664
84033 9333
84302 23137
5089 84687
1460 6723
139378 84071
63035 157285
10926 79596
9419 148014
353299 6944
3228 60494
56033 1050
203523 2091
3726 4035
1831 57106
85438 9581
389257 161725
80896 340529
162466 93109
7791 143384
51517 91300
646486 23432
6233 23405
80725 22818
146227 360023
338761 64756
29801 7572
643803 1033
89801 6640
389432 506
6610 10489
3198 83983
9866 6853
4692 9462
6870 5267
10761 4958
25980 51310
6921 196403
57526 5292
388121 390110
11156 71
9092 6585
22866 10858
2185 91151
10927 53916
58190 430
26093 121643
56924 375704
168667 50964
285636 84893
389432 340990
2334 345462
5562 4909
139189 55323
529 51282
1454 22826
2623 3340
8645 29785
115817 11085
254225 65243
4123 127391
4077 23314
51406 23013
80256 1409
6191 64840
1565 92211
554235 3352
79027 55285
389432 29035
64763 126306
5956 5193
55214 57677
1235 89866
387 30827
57596 124044
79817 30850
170685 91404
80148 80003
115207 6499
55422 339287
23732 25980
2969 64223
8347 7483
22808 80218
2101 9064
7224 58473
286046 2029
4889 5763
26123 54933
65264 8772
139599 5015
5355 7589
81628 125988
100170841 5218
4437 65059
375323 3195
81127 27037
8216 146212
2956 4692
23558 58158
8481 84467
8471 2128
780 53834
57677 29950
158358 200844
132160 5029
80148 6097
4929 56949
784 84667
27090 375611
51477 6886
51804 430
6872 7545
4956 79628
348262 11151
51160 165904
84687 56944
7538 9372
23309 3930
399473 3189
9254 8651
26051 55379
8148 4908
84302 79009
55008 729627
286046 1460
11152 2956
2902 54329
8330 84135
23363 145508
5956 51027
7545 84287
10075 7584
120586 128368
20 51441
140873 165100
389058 2647
11244 83657
126006 147040
408263 10421
647309 55183
23363 6640
374454 127534
143502 8387
23138 147381
55137 3749
1173 6142
10736 1019
6233 10938
9684 23403
57655 127396
100271849 4166
55501 121256
8266 3399
26150 7570
91452 10462
84687 159989
83755 51655
29801 64766
91975 4854
100170841 91369
2619 11180
7298 121504
5470 163351
345275 129852
91392 55297
25794 116092
5957 9129
8216 29946
3780 90381
3052 388564
55049 54344
390066 7106
57677 89801
390154 3674
1788 7423
23287 157869
140701 256394
5578 50835
158401 121006
389170 5315
11346 389084
2323 780
338699 6018
85459 30836
55507 7712
51268 28234
22993 64946
160 145645
6878 7170
10817 5780
29882 3399
23287 170463
89801 27344
6310 6861
8388 91582
9630 6585
221458 3604
1907 222696
84247 6144
8575 1200
79924 40
390067 58158
286336 11007
284656 79192
391107 4331
201181 256933
162466 81341
20 8347
390093 54875
11064 7574
9765 64430
84330 147011
29085 6921
116179 341799
9866 118460
79027 2036
583 388125
26245 23133
3350 2902
84694 2822
9656 26015
115703 23111
6201 83460
9367 3276
79027 84152
390259 54442
84446 8463
130075 8867
79825 9413
63979 100996634
27248 10432
53336 158158
389766 83732
7094 7545
83658 4909
91949 63976
770 10263
9581 128272
8651 4618
8535 23648
284058 23401
26517 51585
126393 100526835
7730 26277
401612 9054
55716 79874
222229 89886
57406 199704
29093 9546
27090 1636
51441 79027
83446 6635
9668 84254
51441 286046
56850 200312
10168 55650
26692 5023
157869 341799
388566 219790
5635 7975
579 116092
554235 26097
348793 26517
93377 11313
10370 283742
157506 7477
186 200403
55362 6879
8460 147040
10251 147011
23413 2738
154141 1448
8372 146198
4430 23020
84924 26259
23358 29942
65249 79895
162681 65057
59353 29801
286046 23208
1211 283849
9240 83758
8568 3849
113220 1062
4771 121340
339122 219699
162282 10858
6567 579
6191 5450
55150 6926
8535 904
139285 9581
4650 5143
116092 80731
283948 8515
3013 388403
4130 255631
151 2775
389677 51545
23641 135228
3265 27005
5010 283948
27202 7399
56648 6146
1727 64841
1062 4312
55209 1746
203523 55654
10849 121006
22882 23558
23133 256949
10169 151354
340533 115196
64943 10489
54926 1153
9149 23014
3149 56270
9684 51517
343099 10251
84321 7110
171019 79413
63940 79171
115196 91754
7791 57369
23401 8613
375612 51725
9741 90007
100170841 160
84871 81629
7978 6614
169841 59343
8111 220107
83983 147040
2014 115703
50943 23139
147912 92922
3697 10168
26496 2026
7746 56256
9351 84894
1396 9129
402415 26608
3358 23096
94107 5630
8636 28956
5600 23644
55277 57593
54784 3304
9684 10489
7355 3217
27299 84698
643376 284069
343099 115708
22859 10494
1487 79718
8386 94121
441669 285349
388566 121274
200312 4868
1727 56888
388566 56252
126208 7079
85438 149233
164633 143879
55214 197131
57526 492311
148268 8717
91975 115426
121340 23334
23401 10076
51160 91304
9978 50614
28511 2011
165829 84203
7732 5612
4846 147040
2137 8690
156 8938
57688 147011
80774 3975
255057 54964
8339 28512
84874 60509
140461 2286
55911 254013
80195 55160
7392 10978
83983 146212
7106 10489
57717 100506144
25976 7712
402415 64766
8330 55188
4799 341799
29035 362
28952 219749
9820 146378
4771 51127
30827 115708
160 1396
4956 386672
57585 148254
116729 1396
9464 5062
199731 23154
11180 7158
28231 5891
51230 127687
51441 375612
5500 9651
23191 7140
579 146212
6310 9698
79002 57513
27245 7574
1339 7423
643803 1339
84936 83872
8929 54738
554235 8648
84248 282679
1856 57718
23263 348013
390010 4795
84033 2641
84687 284058
23542 9915
23764 53344
26261 6604
91689 388564
284656 85438
1796 126695
348303 146850
369 340529
492311 904
25794 338761
285659 285636
221613 9528
554235 6872
390010 2583
10168 8642
7423 55128
2638 65095
1062 368
100170841 3101
55422 29760
138716 94005
56654 92211
85438 25953
492311 256949
7976 22907
23389 55791
84187 285349
7319 7477
51020 4832
7553 408050
1612 57537
988 399473
9581 11041
579 2804
1406 388403
79924 79693
7592 4820
25798 6018
1062 55632
7114 84640
10204 89792
168002 6862
4846 579
285343 388566
23677 26019
121340 22889
6453 148534
85441 9605
5685 5500
57335 84861
6874 80019
30846 28956
9205 54856
154790 9049
5339 79622
201626 8045
5799 64423
5143 55657
51450 55175
8456 2101
10919 147807
139599 54622
11331 8351
152185 400935
27130 654231
9049 55929
1017 54587
59343 23507
10168 57156
8022 409
11152 7098
57677 57062
80255 1339
25794 22907
186 158219
58473 84067
148979 64856
8776 8353
80254 8425
54463 8633
2956 7423
6878 64090
808 84299
51299 23066
374887 23613
10095 81285
51406 26005
3490 1314
64599 9768
527 11337
7918 257177
25953 54478
390429 50943
729627 26206
7690 770
51441 64848
65125 8740
8346 389206
646892 8572
22954 1399
8828 283849
399473 57863
338761 7170
55958 4692
8648 64847
79027 23424
30846 84687
169841 79663
57106 84312
90 56654
646658 79102
84900 54345
26051 7574
220988 90580
55909 10139
10612 3217
784 22866
390059 55577
57799 387763
6310 8330
677 79817
440585 23266
23373 57794
84667 6166
154790 58158
51802 3886
360 8353
23096 10168
8216 55929
8386 10015
79147 1050
10670 83460
27124 11041
3684 390168
387763 57369
79673 8792
84861 10858
8079 79622
10168 14
778 4300
222255 8913
643803 84894
7398 6146
285598 388228
7135 6169
91937 374308
84874 255394
318 8386
14 8575
23020 1396
201181 375337
257106 57326
6155 11337
162466 4302
220988 7483
6906 7572
80820 8463
547 26039
27067 58158
51733 26095
79625 259266
5501 57396
116092 55929
256764 1063
153090 8463
9149 54538
6878 116092
63027 29850
9337 377
3490 84446
389840 128312
84302 89792
345462 6932
128434 8913
3228 79070
83658 79180
7592 84328
146330 121340
51230 51477
11282 149371
84246 8553
57497 10385
79683 5986
91748 6491
64601 7423
54993 54507
22882 23351
100170841 26140
11173 866
25794 83590
83983 64793
23133 7574
23558 143384
58496 9797
2185 430
92002 84230
83478 50801
60436 58484
390093 25876
1849 65078
4771 51477
54921 3226
64219 100526783
3015 51009
3228 8871
83983 284058
1961 8387
3198 121340
130540 84226
92140 11180
128218 286077
79009 6018
348262 6698
29985 92335
389084 10116
121599 8688
130940 9668
5424 145258
2151 83987
390093 9666
26737 154796
51157 81876
401145 91151
1482 10059
27190 115509
146212 84287
23137 3226
5799 7984
6954 84226
56652 81629
57495 53917
64102 10505
29785 5598
63973 6262
7205 85460
8471 2619
57649 430
27143 10561
219438 6310
830 445372
65997 128853
6119 7022
255027 1892
56914 6585
1735 200942
138883 219854
134083 55742
9260 140461
3228 120114
137392 100289187
79677 3226
7425 7423
51291 904
20 9049
9826 9181
57509 84247
220382 9049
54765 1952
1062 51562
7052 81575
115207 7415
157869 1960
26245 158219
51332 23026
149478 84530
5778 83895
7584 91748
7978 390637
5947 7699
838 5627
84530 4035
375704 23177
79009 910
23020 10163
23426 220382
1044 9117
51213 2036
369 374879
23133 127687
284069 28511
54814 340554
9363 79142
54819 91012
389084 23013
1652 81341
2788 5436
84522 3226
23269 4152
93380 122742
121340 10076
10499 338761
7415 10938
404672 4809
2323 5328
57582 3886
10869 7574
10467 401
60 221613
6129 84629
5727 284273
55643 4905
5189 100526664
11152 79665
30846 2730
154790 7745
8022 60495
390259 147040
678 147040
93624 91151
55740 63036
284297 84259
6878 64766
79581 9351
7508 342900
65078 6491
14 91748
9755 55929
59353 197258
10857 29765
24149 10615
441669 84064
339122 9141
390010 1457
8266 27253
8266 7075
100129924 10908
369 131408
390154 255104
55422 2941
23133 7538
57221 5881
6906 9666
259308 79177
7732 55958
84271 57134
390429 254065
9729 27030
50614 1953
4430 6861
58484 58525
53917 9049
139189 4780
5956 257397
57088 5029
55214 26245
199704 9356
23137 54809
90187 53822
25794 3352
7791 8456
6911 23558
6878 1339
121260 81490
51412 124857
8427 55311
8479 161835
30815 9717
58484 2254
28977 254359
4846 116535
285659 9682
262 29095
28986 29035
253012 341799
53822 54933
7976 4909
677 8148
8913 5662
58515 283849
6861 10163
8822 10189
7589 4889
59343 7584
256933 342035
219738 127687
1129 266722
25794 57688
51666 4692
27090 207
221613 3189
206412 100507050
63941 10992
579 341799
285659 23384
1609 84286
51160 1339
83463 9351
11033 9552
195828 55122
6499 219875
119695 93377
57106 29984
83887 6196
10052 342132
28316 1456
653437 10061
8471 51310
200403 142891
11152 4909
166815 79797
84720 283849
23558 1396
389432 2968
14 115196
150726 399473
10251 5476
55957 79228
83983 11021
285349 23507
827 8330
161497 11041
118 79919
51725 165140
5097 30846
1326 8621
29882 55312
59286 79369
6813 3636
64748 50835
7978 3236
23148 261734
9684 5569
284307 11214
54108 79134
727857 127687
1813 54541
375611 8330
20 5411
53917 84287
390067 147040
339669 200150
23562 161394
203197 6491
2841 6585
23242 89780
80725 9423
827 10489
6169 1874
653437 427
23399 3229
11100 54765
199953 10675
3350 554235
23353 26173
23030 2249
388403 9118
5537 10494
125950 91300
29993 7280
246176 9700
390437 25953
89801 23334
57495 23558
55422 10519
57827 9812
6604 6723
7004 1417
55086 4629
55777 81559
11235 126119
27112 5612
54708 533
30832 1238
3229 10524
554235 387893
2788 9529
57495 147040
203197 283849
399473 84807
57732 126321
27067 10489
27332 9849
91975 4852
286336 222962
286046 6097
25794 23287
10799 3687
55876 9937
29941 127396
7167 23401
2623 84530
9040 50835
89848 23558
64102 6833
4047 7106
139599 7371
6499 121340
2619 2916
2011 6125
55285 402682
5364 51258
100499483 80217
84033 54329
10169 89801
89801 2615
50717 51477
8648 1339
